Row-names,Symbol,Moon-Earth___log2FoldChange,Moon-Earth___padj,data
AT3G14890,ZDP,-0.537243762,0.093398568,
AT4G11360,RHA1B,-0.474096285,0.09341731,
AT1G77765,,0.67818162,0.09341731,
AT4G35750,,0.528700691,0.093430694,
AT1G34160,PCMP-H68,-0.609023456,0.093442749,
AT5G54540,,-0.219785391,0.093442749,
AT5G58290,RPT3,-0.22374563,0.093454885,
AT3G26782,PCMP-H34,-0.463537998,0.093473979,
AT4G27260,GH3.5,1.051817002,0.093526855,
AT3G09570,,0.178479513,0.093539387,
AT5G40450,,-0.923620393,0.09358881,
AT1G52270,,-1.47832678,0.093618135,
AT5G28360,NA,-1.226631224,0.093852525,
AT1G32520,,0.733380166,0.093852525,
AT1G55080,MED9,0.444225741,0.094141593,
AT1G33055,,1.234982572,0.094227306,
AT1G30520,AAE14,-0.769231851,0.094271929,
AT1G13060,PBE1,-0.146261131,0.094271929,
AT5G07790,,0.230814769,0.094271929,
AT1G73650,,0.528240601,0.094271929,
AT3G24840,,0.622077313,0.094271929,
AT1G65930,CICDH,-0.589807443,0.094428869,
AT2G26550,HO2,-0.410324649,0.094428869,
AT3G19760,EIF4A3,-0.172775781,0.094428869,
AT1G75810,,0.641552946,0.094428869,
AT1G10390,NUP98A,-0.165136297,0.094437702,
AT4G24990,MUB3,0.330092295,0.094437702,
AT1G63720,,0.787583505,0.094437702,
AT2G28500,LBD11,0.59979198,0.094515909,
AT5G62840,,-0.600455692,0.094577921,
AT1G71810,,-0.260943727,0.094599461,
AT5G49060,ATJ49,0.283409433,0.09470153,
AT4G21940,CPK15,0.563033163,0.09470153,
AT2G03220,FUT1,0.197801435,0.094701714,
AT2G01060,PHL7,0.236324735,0.094701714,
AT3G23740,,-0.917246575,0.094726339,
AT4G05420,DDB1A,-0.097654533,0.094730339,
AT1G14200,,0.50511287,0.094743727,
AT2G20480,,-0.68863873,0.094807928,
ATCG00440,NDHC,0.587012397,0.094871997,
AT5G54280,VIII-2,-0.355874285,0.094944817,
AT3G18960,,-0.573236874,0.094991072,
AT3G47650,,-0.469206964,0.094994116,
AT3G02570,PMI1,-0.329230827,0.094994116,
AT2G02510,,0.160076325,0.094994116,
AT1G09350,GOLS3,-0.67151457,0.095023433,
AT1G74410,ATL24,0.575906505,0.095023433,
AT3G48920,AtMYB45,1.824447828,0.095143084,
AT4G25630,MED36A,-0.705215399,0.095158369,
AT5G09510,RPS15D,-0.365954645,0.095158369,
AT3G46010,ADF1,-0.305691078,0.095158369,
AT4G15630,,0.403931138,0.095194717,
AT1G75030,ATLP-3,-1.189050283,0.095239673,
AT1G72150,PATL1 AT1G72150,-0.805291764,0.095239673,
AT5G19740,LAMP1,-0.53887706,0.095239673,
AT1G10290,DRP2A,-0.25795202,0.095239673,
AT5G02680,,0.333635211,0.095239673,
AT4G23010,UTR2,0.544224509,0.095239673,
AT5G58760,DDB2,0.551736859,0.095239673,
AT1G15380,,2.132103682,0.095239673,
AT2G34630,SPS3,0.227334254,0.095372423,
AT5G45775,RPL11C,-0.317577361,0.095456076,
AT5G02430,,-0.674286058,0.095483618,
AT4G32900,,-0.400923497,0.09549374,
AT5G12310,,0.219721947,0.095642174,
AT5G64630,FAS2,-0.573180055,0.095764241,
AT1G08125,,-0.160808766,0.095764241,
AT4G31410,,0.187714278,0.095764241,
AT2G34240,,-0.796936404,0.095830277,
AT1G04660,,-0.814656877,0.095879357,
AT3G59840,,-0.361104869,0.095879357,
AT3G47890,,-0.15977411,0.095892233,
AT3G10140,RECA3,-0.325516387,0.095925689,
AT1G05170,B3GALT2 AT1G05170,0.546477202,0.096015023,
AT1G80350,AAA1,-0.226852674,0.096057622,
AT2G45160,SCL27,0.26857238,0.096066774,
AT5G22940,F8H,-0.764571124,0.09608125,
AT5G54390,AHL,0.792476633,0.096098088,
AT1G06240,,-0.297833231,0.096158276,
AT1G64190,PGD1,-0.261336014,0.096200412,
AT3G06420,ATG8H,0.797140754,0.096200412,
AT1G64740,TUBA1,0.503611491,0.096214208,
AT3G48420,CBBY,-0.588480812,0.096216015,
AT1G43670,CYFBP,-0.535385039,0.096216015,
AT4G19640,RABF2B,0.354982739,0.096356192,
AT5G60210,RIP5,-0.509891252,0.096382198,
AT4G32870,,1.131763456,0.096382198,
AT5G01960,,0.230964647,0.096383206,
AT3G10670,ABCI6,-0.166919716,0.096391997,
AT1G72750,TIM23-2,0.190069259,0.096391997,
AT4G00520,,0.298202766,0.096391997,
AT4G19990,FRS1,0.311514434,0.096391997,
AT1G19910,VHA-C2,0.381162692,0.096391997,
AT1G15430,,0.458227457,0.096391997,
AT2G47260,WRKY23,-0.467641348,0.096412063,
AT5G20070,NUDT19,0.409223483,0.096412063,
AT1G27470,,-0.337792123,0.096432524,
AT3G16640,TCTP1,0.504064277,0.096432524,
AT4G01070,UGT72B1,0.653153792,0.096432524,
AT2G30600,,-0.88659395,0.096500792,
AT5G63510,GAMMACAL1,-0.243088646,0.096624677,
AT1G49710,FUT12,0.260555507,0.096647578,
AT1G02305,CATHB2,0.388558567,0.096647578,
AT3G55960,,0.395024772,0.096653921,
AT3G49380,iqd15,-0.992336884,0.096707848,
AT4G04190,,-0.593372867,0.096707848,
AT1G20696,HMGB3,-0.325918756,0.096707848,
AT4G29390,RPS30A,-0.276467213,0.096707848,
AT2G23390,,-0.256422379,0.096707848,
AT1G69250,,-0.246889599,0.096707848,
AT1G02890,,-0.179181513,0.096707848,
AT4G19040,EDR2,0.256913286,0.096707848,
AT1G19700,BLH10,0.445788559,0.096707848,
AT1G16540,SIR3,0.473867154,0.096707848,
AT4G36640,,0.818562603,0.096707848,
AT5G63560,FACT,1.80829045,0.096707848,
AT1G18910,,0.528653827,0.096718024,
AT1G26790,,1.262350905,0.096726616,
AT3G10530,,-0.508482052,0.096749364,
AT5G16010,,0.320164028,0.096749364,
AT3G12710,,-0.899368379,0.096859938,
AT3G50110,PTEN2B,-0.505756428,0.09689075,
AT5G27850,RPL18C,-0.38642361,0.096986999,
AT4G39363,,0.504881475,0.096986999,
AT5G65380,DTX27,1.042835928,0.096986999,
AT2G17210,PCMP-E77,-0.521633687,0.097029542,
AT1G50700,CPK33,0.283248224,0.09703868,
AT5G66330,,-0.732662718,0.09704039,
AT3G19330,,-0.635925077,0.09704039,
AT3G23430,PHO1,0.781368225,0.09704039,
AT1G66920,LRK10L-2.4,1.421088411,0.09704039,
AT2G22860,PSK2,1.577895481,0.09704039,
AT5G05600,,2.073970326,0.09704039,
AT5G46960,PMEI12,3.660876201,0.09704039,
AT3G22210,,-0.758413243,0.097056626,
AT3G57800,BHLH60,-0.313897432,0.097056626,
AT2G25355,,-0.342101838,0.097168014,
AT2G31560,,0.475428462,0.097168014,
AT5G67330,NRAMP4,0.788057886,0.097168014,
AT1G60810,ACLA-2,-0.501862255,0.097175851,
AT5G13950,,-0.30772155,0.097175851,
AT5G52660,RVE6,0.371636526,0.097175851,
AT1G78476,,0.818910902,0.097175851,
AT4G28220,NDB1,-0.394385134,0.097198949,
AT2G38440,SCAR2,-0.190787038,0.097211628,
AT1G04790,,-0.123388751,0.097262948,
AT2G46330,AGP16,-0.65769889,0.097264774,
AT5G26780,SHM2,-0.161311527,0.09727831,
AT3G56210,,0.22880866,0.09727831,
AT3G07760,,0.464236569,0.097288942,
AT1G10790,,-1.106273067,0.097322863,
AT2G39550,GGB,0.224896493,0.097322863,
AT1G45000,RPT4B,-0.143530726,0.097325083,
AT2G15570,ATHM3,0.238435416,0.097325083,
AT2G21220,,0.656605615,0.097335491,
AT1G32550,FdC1,-0.398727566,0.09734906,
AT5G03500,,0.268153981,0.09734906,
AT1G78230,,0.544600637,0.09734906,
AT1G69600,ZHD11,0.961649738,0.09734906,
AT2G39290,PGPS1,-0.304980853,0.09738563,
AT5G23860,TUBB8,-0.642437044,0.097408341,
AT1G27460,NPGR1,-0.736270023,0.097434812,
AT1G64563,,0.709561759,0.097434812,
AT1G08070,PCMP-H12,-0.754482914,0.097446145,
AT4G39960,,-0.460660213,0.097446145,
AT1G43890,RABC1,0.225829578,0.097446145,
AT4G21610,LOL2,0.543337136,0.097446145,
AT5G38020,,1.534326608,0.097446145,
AT4G30100,,0.204559803,0.097498035,
AT5G04760,,0.534688885,0.097498035,
AT4G39270,,0.305351569,0.097506178,
AT3G08040,DTX43,1.139768665,0.09761086,
AT3G12910,,1.64464917,0.09761086,
AT1G01290,CNX 3.00,0.345823327,0.097614232,
AT2G39800,P5CSA,1.077441372,0.097621691,
AT1G09010,EBM,-0.257160859,0.097655955,
AT5G41000,YSL4,-0.279547654,0.097715847,
AT5G27760,,0.51066877,0.097715847,
AT5G12130,TERC,-0.366490595,0.097733912,
AT1G72410,,-0.268885313,0.097733912,
AT2G32060,RPS12C,-0.427819769,0.097747079,
AT1G18730,PNSB4,-0.467205419,0.097848926,
AT3G42670,CHR38,-0.6502546,0.097890225,
AT2G20490,NOP10,-0.330564952,0.097890225,
AT4G10100,CNX 7.00,0.206419367,0.097979246,
AT4G34620,RPS16-1,-0.44266442,0.098035696,
AT5G60960,PNM1,-0.253279,0.098097185,
AT1G16920,RABA1B,-0.370833158,0.09813916,
AT3G43980,RPS29C,-0.349715064,0.09813916,
AT1G22750,,0.24400092,0.098196932,
AT2G22850,AtbZIP6,0.417219227,0.098196932,
AT4G39710,PNSL4,-0.877822053,0.098216972,
AT5G24352,,0.350631276,0.098216972,
AT3G03150,,0.233558472,0.098253637,
AT1G10770,,-1.930127813,0.098314855,
AT3G20475,MSH5,-0.411387399,0.098314855,
AT5G56280,CSN6A,-0.183128975,0.098314855,
AT4G36648,,0.673478788,0.098314855,
AT3G18790,,-0.289886928,0.098321839,
AT1G30860,,-0.536793562,0.098365281,
AT3G59490,,0.271662277,0.098365281,
AT4G11100,,-0.416213925,0.098402626,
AT1G50020,,0.29365575,0.098402626,
AT1G47578,LIP2P2,-0.740757226,0.098452571,
AT5G65070,MAF 4.00,0.921699844,0.098495103,
AT2G28320,,0.448555314,0.098520576,
AT5G08490,PCMP-E32,-0.780365638,0.09861946,
AT1G07750,,0.798750213,0.098669458,
AT1G32560,LEA6,1.394814812,0.098669458,
AT3G26820,,2.219889122,0.098669458,
AT3G52155,,-0.315956466,0.098724044,
AT3G58900,,0.799672248,0.098724044,
AT5G64980,,-0.528258004,0.098777596,
AT3G22100,BHLH117,1.237936546,0.098807982,
AT3G46540,,0.378298835,0.098826502,
AT1G09580,,-0.349120124,0.098869648,
AT1G27400,RPL17A,-0.42493735,0.098903402,
AT4G37750,ANT,-0.367770681,0.098903402,
AT3G13360,WIP3,-0.196426004,0.098903402,
AT1G07980,NF-YC10,0.245493973,0.098911763,
AT5G43070,WPP1,-0.443889454,0.098968197,
AT4G33140,,0.278105294,0.098970403,
AT1G10310,,-0.148739909,0.099009705,
AT2G05100,LHCB2.1,0.387804708,0.099014807,
AT2G30410,TFCA,-0.275172516,0.099048126,
AT5G61650,CYCU4-3,1.926268759,0.099064931,
AT1G60800,NIK3,-0.478301769,0.099127452,
AT5G07070,CIPK2,0.306553629,0.099127452,
AT4G24050,,0.405232445,0.099127452,
AT4G01770,RGXT1,-2.895178146,0.099205459,
AT1G76010,,-0.431474186,0.099205459,
AT4G21680,NPF7.2,2.226277778,0.099205459,
AT5G45110,NPR 3.00,0.483503829,0.099215991,
AT3G46668,,0.6612429,0.099244387,
AT4G29230,anac075,0.57758893,0.099246038,
AT1G44920,,-0.401468881,0.099284956,
AT1G29770,,0.429056963,0.099284956,
AT2G17370,HMG2,-0.155602106,0.099382174,
AT1G80720,,-0.456509737,0.099384365,
AT5G64640,PME64,-0.429249405,0.099391317,
AT4G15700,GRXS3,-1.924228548,0.099416083,
AT5G07380,,0.609755395,0.099416083,
AT1G65510,,1.565610455,0.099429196,
AT5G56320,ATEXPA14,-1.258110687,0.099432699,
AT2G23770,LYK4,-0.83862215,0.099432699,
AT4G18570,,-0.409317309,0.099432699,
AT1G11660,HSP70-16,-0.285402864,0.099432699,
AT4G08810,SUB1,-0.18462009,0.099432699,
AT1G61140,EDA16 AT1G61140,0.297632272,0.099432699,
AT3G51670,PATL6,0.322418516,0.099432699,
AT5G11390,WIT1,0.352742924,0.099432699,
AT4G06676,,0.368417472,0.099432699,
AT2G40475,,0.715921822,0.099432699,
AT1G58340,DTX48,0.898614558,0.099432699,
AT3G54500,,0.949233288,0.099432699,
AT2G37750,,1.232730994,0.099432699,
AT1G70130,LECRK52,2.847393586,0.099432699,
AT1G51920,,2.874761583,0.099432699,
AT3G10060,FKBP16-4,-0.54477539,0.099521966,
AT4G17310,,0.278993452,0.099557967,
AT1G56610,,0.358904283,0.099650007,
AT3G04520,THA2,0.416743803,0.099650127,
AT1G26940,CYP 23.00,-0.209225803,0.099655344,
AT5G54290,CcdA,-0.172675112,0.099656575,
AT3G25780,AOC3,1.197640282,0.099691575,
AT4G03090,NDX,-0.298046508,0.099723726,
AT2G48060,,-0.313376922,0.099729185,
AT4G26710,VHA-E2,0.265917411,0.099733131,
AT1G57860,RPL21E,-0.369032377,0.099890678,
AT5G43330,MDH2,0.332119883,0.099918403,
AT2G32880,,-0.933301706,0.099997157,
AT2G13820,,-0.584909768,0.099997157,
AT5G58110,,0.458192276,0.099997157,
AT5G56250,HAP8,0.476717614,0.099997157,
AT3G43670,,-0.611708606,0.100013277,
AT3G58100,PDCB5,-0.596750619,0.100013277,
AT5G05010,,-0.20128268,0.100013277,
AT4G29950,,0.547246957,0.100013277,
AT1G18850,,-0.358680055,0.100114998,
AT2G24260,BHLH66,0.726797786,0.100119846,
AT4G39510,CYP96A12,0.799248185,0.10017609,
AT4G27090,RPL14B,-0.299107168,0.100185939,
AT2G18890,,-0.6799151,0.100211694,
AT4G30990,,-0.350471683,0.100211694,
AT4G37210,,-0.232544876,0.100211694,
AT5G05140,MED26B,0.543779623,0.100211694,
AT4G01897,,0.240013289,0.100321718,
AT4G18480,CHLI1,-0.568527592,0.100321883,
AT2G22720,,0.120601434,0.100356232,
AT3G59910,SKIP35,0.255693954,0.100386243,
AT3G51920,CML9,0.648702281,0.100386243,
AT2G04190,,2.569683309,0.100386243,
AT2G47910,CRR6,-0.54944993,0.10039183,
AT1G26670,VTI12,0.387837837,0.10042557,
AT4G11230,RBOHI,-1.111550527,0.100447921,
AT1G53260,,-1.314941304,0.100457934,
AT4G22940,,0.858513222,0.100457934,
AT3G43230,,0.307150713,0.100495431,
AT1G73210,,0.867928608,0.100516091,
AT4G31440,,0.20993884,0.100536222,
AT1G66725,MIR163,1.244717452,0.100607404,
AT3G05470,FH11,-0.780805832,0.100623069,
AT3G06050,PRXIIF,0.294054161,0.100623069,
AT4G27230,HTA2,-0.490822556,0.100656946,
AT3G59090,,0.142349033,0.100734884,
AT2G18900,,-0.494445972,0.100753049,
AT5G52545,,0.336911204,0.100773896,
AT2G38790,,0.656011601,0.100810823,
AT4G32060,MICU,-0.269033483,0.100853743,
AT4G19830,FKBP17-1,-0.474230678,0.100878314,
AT2G44870,,-0.250408173,0.100880407,
AT2G45570,CYP76C2,1.500325164,0.100886138,
AT5G65210,TGA1,0.708017346,0.100985798,
AT2G23985,,0.4426783,0.101032383,
AT1G13800,,-0.739126393,0.101076066,
AT2G39810,HOS1,-0.152406607,0.101076066,
AT1G67980,CCOAMT,1.80878491,0.101110746,
AT1G32630,,0.273791588,0.101130179,
AT1G71696,SOL1,0.144183624,0.101371659,
AT4G22240,PAP2,0.615667737,0.101494936,
AT2G32600,AT2G32600,-0.194551659,0.101510365,
AT5G58090,,-0.264915973,0.101514235,
AT1G48440,,0.283549796,0.101514235,
AT3G01180,SS2,0.356800021,0.101514235,
AT3G11580,,0.803108524,0.10155057,
AT3G22230,RPL27B,-0.468712065,0.101571582,
AT3G51820,CHLG,-0.299580915,0.101689194,
AT3G20200,,-0.763848749,0.101785537,
AT5G08330,TCP21,-0.554095169,0.101785537,
AT2G20860,LIP1,-0.24303659,0.101785537,
AT1G50030,TOR,-0.172698202,0.101785537,
AT4G13810,RLP47,0.248590541,0.101785537,
AT4G38960,,0.980472657,0.101785537,
AT1G17550,HAB2,0.359573227,0.101846682,
AT5G19875,,1.067375301,0.101846682,
AT5G43260,,0.427829928,0.101853407,
AT4G39670,,1.633683339,0.101908055,
AT3G14960,B3GALT13,0.272441018,0.102110853,
AT1G47565,NA,0.409359323,0.10211427,
AT5G41190,,-0.32155936,0.102153817,
AT3G23050,IAA7,-0.409733979,0.102163349,
AT2G17290,CPK6,0.474587763,0.102211952,
AT1G42540,GLR3.3,0.37281041,0.102214623,
AT3G51320,,-0.279391596,0.102225545,
AT4G18060,SH3P3,-0.230585043,0.102225545,
AT1G36370,SHM7,0.899322979,0.102225545,
AT1G27750,,-0.163171307,0.102233264,
AT1G71140,DTX14,0.771448959,0.102233264,
AT5G02440,,-0.688775549,0.102275073,
AT3G56870,,-0.709364813,0.102285223,
AT1G07220,,0.393773973,0.102388814,
AT4G35050,MSI3,-0.473305897,0.102448732,
AT5G65925,,-0.516099618,0.102529294,
AT1G07380,,0.43672441,0.102529294,
AT1G13030,COIL,-0.425773709,0.102544523,
AT1G56420,,0.274031449,0.102544523,
AT2G38730,CYP 22.00,-0.151186155,0.102628765,
AT5G57860,,0.315980495,0.102628765,
AT3G29375,,-0.435795252,0.102753011,
AT1G73530,ORRM6,-0.381213866,0.102753011,
AT1G51510,Y14,-0.276660047,0.102753011,
AT2G28350,ARF10,0.464527623,0.102753011,
AT1G53270,ABCG10,0.728860983,0.102753011,
AT4G36190,,0.287600739,0.102796589,
AT5G64380,,-0.539831807,0.102827999,
AT4G10925,SKIP8,0.250155763,0.102827999,
AT5G06820,SRF2,0.592554649,0.102852609,
AT3G54620,BZIP25,0.347007635,0.102912426,
AT4G39970,,-0.864037868,0.10293276,
AT1G66530,,-0.208082454,0.102936145,
AT4G14380,,-1.142727594,0.103084091,
AT3G57965,,0.30853652,0.103084091,
AT2G36950,HIPP05 AT2G36950,0.704605008,0.103143293,
AT1G09630,RABA2A,-0.307106145,0.103179905,
AT4G25230,RIN2,0.319002494,0.103179905,
AT2G43410,FPA,-0.214627791,0.103192713,
AT1G06470,,-0.255364147,0.103225889,
AT3G21790,UGT71B7,0.611578428,0.103225889,
AT5G07620,,-0.341819242,0.10331357,
AT3G56825,U2.4,0.715876021,0.10331357,
AT3G09950,,2.036099624,0.103327519,
AT5G55150,,2.510173894,0.103334478,
AT3G16570,RALF23,0.199926254,0.103411282,
AT4G23700,CHX17,1.350008251,0.103528945,
AT3G17330,ECT6,-0.651135914,0.103531667,
AT5G66730,ENY,0.381904487,0.103531667,
AT1G05950,,-0.504773916,0.103633366,
AT3G50860,,0.248461177,0.103633366,
AT5G57565,,0.382591057,0.103633366,
AT5G16080,CXE17,0.636798294,0.103633366,
AT5G49650,XK-2,-0.12093455,0.103661815,
AT3G45880,,-0.442728064,0.103663699,
AT5G40610,DHAPRD,-0.782735846,0.10366885,
AT2G45030,MEFG2,-0.226391541,0.10366885,
AT3G07300,,-0.178028846,0.10366885,
AT2G41900,,0.302579971,0.10366885,
AT1G77450,NAC032 AT1G77450,0.75556545,0.10366885,
AT5G58660,,1.114246444,0.103676082,
AT1G66900,,0.294655066,0.103698328,
AT1G76760,ATY1 AT1G76760,0.469083763,0.103698328,
AT1G67325,,-0.218901921,0.103771638,
AT5G52570,BETA-OHASE2,1.293574673,0.10381189,
AT3G60660,,-0.489406046,0.10406012,
AT4G38490,,-0.267386776,0.104070935,
AT2G38450,,0.261459701,0.104106464,
AT4G38660,,-0.635794971,0.104138146,
AT3G16060,KIN13B,-0.195378494,0.104138146,
AT1G64560,NA,0.775553472,0.104167794,
AT5G39660,CDF 2.00,0.880409597,0.104306671,
AT1G02680,TAF13,0.291936157,0.104459311,
AT2G41460,ARP,-0.21068234,0.10446766,
AT1G08440,ALMT2,1.218918323,0.10446766,
AT2G32520,,0.265834429,0.104503945,
AT2G02970,APY6,0.190724822,0.104597917,
AT1G65010,,-0.47664745,0.104695833,
AT4G28260,,0.509717078,0.104727233,
AT5G15550,WDR12,-0.36329602,0.104742359,
AT3G12630,SAP5,0.260969899,0.104742359,
AT3G02510,,0.497137849,0.104769288,
AT3G61930,,2.691581993,0.10488076,
AT1G10910,,-0.346477965,0.104892157,
AT5G47510,,-0.387359326,0.105064445,
AT3G47810,VPS29,0.218580731,0.105064445,
AT5G60335,,-0.713542161,0.105079672,
AT1G10720,,0.173634545,0.105079672,
AT2G22800,HAT9,0.323552479,0.105079672,
AT3G48115,,0.427345576,0.105079672,
AT4G36210,,0.485724805,0.105079672,
AT1G29357,,0.369263527,0.105142927,
AT2G32380,,-0.633056866,0.105267688,
AT1G25290,RBL10,-0.421631371,0.105267688,
AT5G61450,,0.275090446,0.105270612,
AT3G63410,VTE3,-0.306599293,0.105288291,
AT5G16810,,-0.394910395,0.105296696,
AT3G20070,TTN9,-0.263514636,0.105296696,
AT2G22125,CSI1,-0.241773965,0.105308743,
AT3G59810,LSM6A,0.213755592,0.105308743,
AT3G59060,PIF5,0.583283302,0.105310906,
AT4G39700,HIPP23,1.044490406,0.105430008,
AT5G43430,ETFBETA,0.283810157,0.105516362,
AT2G31530,SCY2,-0.137903147,0.105517222,
AT3G27000,ARP 2.00,0.252744871,0.105517222,
AT3G58660,,-0.501038211,0.105541594,
AT3G21720,ICL,2.535336183,0.105541594,
AT3G11480,BSMT1,3.247122976,0.10557613,
AT3G07820,,3.83553498,0.10557613,
AT2G20000,CDC27B,-0.18538636,0.105595337,
AT5G67410,,0.517051046,0.105676366,
AT4G22520,,-0.902576047,0.105714538,
AT1G05460,SDE3,-0.312986854,0.105714538,
AT1G77940,RPL30B,-0.387247793,0.105744121,
AT2G28085,,-0.760372589,0.105754535,
AT5G62900,,-0.49758266,0.105772053,
AT1G29940,NRPA2,-0.356112239,0.105772053,
AT2G28540,,-0.205551058,0.105772053,
AT1G05820,SPPL5,-0.339716357,0.105874267,
AT1G68690,PERK9,0.668568235,0.105874267,
AT3G15510,NAC056,0.971059433,0.105874267,
AT5G37240,,-1.248279963,0.105923001,
AT1G75335,,0.371775234,0.105928446,
AT3G56150,TIF3C1,-0.288562039,0.105934901,
AT4G24100,,0.410413772,0.105934901,
AT4G16260,,1.566091429,0.105934901,
AT1G13280,AOC4,0.46665005,0.105965169,
AT5G37540,,0.932994186,0.106083574,
AT5G13900,VAS,2.165345632,0.106083574,
AT5G54830,,0.186978558,0.106105097,
AT1G13690,ATE1,-0.194465553,0.106198047,
AT3G58040,SINAT2,0.25315517,0.106198047,
AT5G51560,,-0.610962625,0.106206239,
AT2G11891,,0.834829525,0.106234502,
AT3G02860,,0.861546287,0.106234502,
AT3G59880,,1.074646632,0.106312504,
AT1G56510,ADR2,0.388521731,0.106374659,
AT2G40370,LAC5,1.938651107,0.106374659,
AT3G03773,,0.29974755,0.106431729,
AT2G35070,,1.565084006,0.106431729,
AT2G35930,PUB23,0.403540442,0.106434546,
AT5G12430,TPR16,-0.146628122,0.106554603,
AT1G76450,PPD3,-0.438695607,0.106571752,
AT4G31910,BAT1,0.998000327,0.106596564,
AT1G12860,SCRM2 AT1G12860,-0.701681447,0.106613801,
AT3G29270,,0.332925831,0.106738145,
AT3G53160,UGT73C7,0.946934901,0.106738145,
AT2G33760,PCMP-H6,-0.69951036,0.106740063,
AT4G03930,PME42,-0.80789459,0.106778747,
AT4G23540,,-0.407645379,0.106778747,
AT5G46920,NMAT2,-0.212933286,0.106778747,
AT5G19590,,0.275190238,0.106778747,
AT1G79610,NHX6,0.504513784,0.106778747,
AT3G49650,KIN8B,-0.449615073,0.106802168,
AT2G15860,,-0.166776199,0.106802168,
AT4G15900,PRL1,-0.134389306,0.106819209,
AT2G38695,,-0.488378581,0.106842214,
AT4G19030,NIP1-1,0.960496192,0.106842214,
AT3G01200,RP2,0.458405365,0.107053317,
AT4G32970,,0.149200416,0.107090216,
AT5G53060,RCF3,-0.204007709,0.107105261,
AT4G20840,,-0.382687506,0.10710939,
AT3G11620,,0.164429913,0.10710939,
AT3G13445,TBP1,-0.220999245,0.107127372,
AT3G66658,ALDH22A1,-0.177808864,0.107156285,
AT5G43140,,0.277979389,0.107156587,
AT4G14490,,-0.459363807,0.107162576,
AT1G11210,,-1.093560217,0.107167647,
AT5G62990,emb1692,-0.59361276,0.10717777,
AT1G53190,,0.347285523,0.10717777,
AT5G51110,ATP1,-0.439653654,0.107181521,
AT5G63890,HISN8,-0.28616298,0.107204244,
AT3G08690,UBC11,0.525453871,0.107204244,
AT2G25190,,0.198244765,0.107307182,
AT1G34210,SERK2,0.49392009,0.107311714,
AT5G08620,RH25,-0.376509493,0.107384086,
AT1G74940,FLZ13,-0.52380749,0.107431285,
AT5G62470,MYB96,0.295487282,0.10744352,
AT4G35830,ACO1,-0.406007347,0.107485543,
AT5G52060,BAG1,0.447675821,0.107485543,
AT1G73770,,-0.32489375,0.107568555,
AT3G27970,,1.433059807,0.107568555,
AT5G28830,,0.61460325,0.107719161,
AT5G51120,PABN1,-0.317010061,0.107723096,
AT1G69750,COX19-2,0.495039161,0.107723096,
AT3G51970,ASAT1,0.651442851,0.107723096,
AT1G74860,,0.220225469,0.107739978,
AT4G21192,,0.22048649,0.107739978,
AT4G25340,FKBP53,-0.438768415,0.107842091,
AT4G23210,CRK13,1.731559432,0.107842091,
AT5G18475,,-0.253884886,0.107853156,
AT2G39970,PXN,0.224150735,0.107876706,
AT1G33415,,0.286113001,0.107980454,
AT4G12020,WRKY19,0.36768568,0.107980454,
AT5G59080,,-0.884298246,0.107996473,
AT5G20670,,0.557703905,0.107996473,
AT3G03320,,0.326560907,0.108016838,
AT2G43460,RPL38A,-0.379274858,0.108055874,
AT3G47350,ATHSD2,-0.254330497,0.108055874,
AT4G27030,FAD4,0.454840836,0.108186918,
AT1G07210,,-0.218163933,0.108205623,
AT1G64530,NLP6,0.343335718,0.108205623,
AT3G29075,,0.270068386,0.108238451,
AT2G22310,UBP4,0.257706545,0.108249421,
